device_angle,distance_to_door,AM_or_PM,mall_or_street,average_person_size,video_walkin,video_walkout,predict_walkin,predict_walkout,wifi_walkin,wifi_walkout,sales_in_next_15_min,sales_in_next_15_to_30_min,groundtruth_walkin
2,2,0,1,1073.25,5,8,11,10,7,3,1,2,3
2,2,1,1,4077.5,18,16,4,4,2,3,5,3,16
1,1,0,2,1852.0,6,2,3,3,12,12,2,1,4
1,1,0,2,1852.0,4,3,1,1,4,4,1,1,9
2,2,1,1,1252.5,16,10,35,32,5,2,2,1,29
3,1,0,2,1506.0,0,0,0,0,14,11,0,0,0
2,2,1,1,2485.5,12,12,16,16,29,43,0,0,54
3,1,0,2,1506.0,7,7,5,5,47,40,0,1,2
3,2,0,2,1811.0,1,1,4,3,4,2,0,0,1
3,1,0,1,2299.5,17,13,16,15,12,14,1,2,16
3,2,1,2,1811.0,17,10,7,10,4,4,1,2,17
3,2,1,2,1811.0,8,8,9,10,1,2,0,4,16
2,2,1,1,890.0,1,0,3,3,2,4,0,0,1
3,1,1,1,2299.5,0,0,1,2,4,9,0,0,0
3,2,1,2,1811.0,6,3,4,5,3,1,2,0,7
2,2,1,1,4077.5,0,0,0,0,6,1,1,2,5
2,2,1,1,2360.5,1,2,2,2,6,5,0,0,2
3,1,0,1,1327.5,8,9,12,12,11,9,2,2,21
2,2,1,2,1224.0,5,3,7,8,4,4,1,4,3
1,1,1,1,3384.5,7,10,25,26,18,9,2,4,21
2,2,1,2,1224.0,2,2,5,4,4,3,0,0,1
2,1,1,1,1161.0,11,13,33,31,27,20,2,2,33
1,1,0,2,1852.0,5,6,3,2,2,4,1,3,10
2,2,1,2,1224.0,2,2,3,4,11,16,0,0,2
2,2,1,1,4114.0,0,0,0,0,1,0,0,0,0
2,2,0,1,1073.25,4,4,0,0,6,3,2,1,2
2,1,1,1,1161.0,21,11,26,26,22,25,0,6,36
2,1,1,1,1161.0,42,43,22,22,34,33,4,4,66
2,2,1,1,2360.5,1,2,6,7,7,1,1,1,1
1,1,1,2,1852.0,4,3,4,3,5,5,1,1,5
2,2,1,1,4077.5,4,5,5,5,2,1,1,1,4
1,1,1,1,3384.5,20,21,24,24,37,40,5,6,51
3,2,1,2,1811.0,4,4,12,11,0,3,2,1,5
2,1,1,1,1161.0,0,0,3,5,4,8,0,0,0
2,2,1,1,3571.5,2,2,2,2,4,2,0,0,0
2,2,1,1,1073.25,11,13,9,9,1,4,1,1,0
2,2,1,1,1073.25,6,11,0,0,6,3,1,0,0
3,1,1,1,2299.5,15,11,23,21,11,10,1,1,20
3,1,1,1,1943.0,19,14,12,13,6,11,1,3,23
2,2,1,1,890.0,0,0,3,2,0,0,0,1,0
3,1,1,1,1327.5,25,23,0,0,9,0,4,1,22
2,2,1,1,1252.5,14,14,31,36,6,3,1,1,11
2,2,1,1,3571.5,1,3,1,3,3,2,1,1,6
2,2,1,1,890.0,2,2,3,2,2,5,1,1,1
2,2,1,1,1073.25,18,19,1,2,2,0,1,1,0
1,1,1,1,3384.5,8,7,28,27,11,14,0,1,9
2,2,1,1,3571.5,1,0,1,3,3,3,0,0,2
2,2,1,1,3571.5,1,0,3,2,2,2,0,0,1
2,2,1,1,3571.5,0,0,0,1,1,0,0,0,0
2,2,1,2,1224.0,3,1,12,9,17,17,1,1,2
2,2,0,1,4114.0,0,0,4,3,0,1,0,0,1
1,1,1,1,3384.5,34,44,18,19,39,25,10,7,35
3,1,1,1,2299.5,7,17,20,19,9,6,1,0,11
2,2,1,1,4077.5,0,0,2,2,2,1,0,1,14
1,1,1,2,1852.0,6,5,4,3,2,3,1,0,4
2,2,1,1,2064.333333,7,9,0,0,1,0,1,0,2
3,1,0,2,1506.0,12,12,4,5,37,34,3,1,10
2,2,1,1,4376.0,0,0,0,0,2,1,1,0,0
2,2,1,1,4114.0,3,4,4,4,1,1,0,0,5
2,2,1,2,1224.0,2,3,5,5,2,9,1,1,3
3,1,1,2,1506.0,16,15,6,7,24,25,2,0,6
2,2,1,1,4114.0,5,4,2,2,1,1,0,0,8
1,1,1,1,3384.5,0,0,0,2,0,1,0,0,0
1,1,1,2,1852.0,1,1,2,4,4,6,2,3,2
2,2,1,1,1252.5,1,4,34,30,1,5,2,0,2
2,2,1,1,4077.5,4,3,0,0,3,1,2,2,10
2,2,1,2,1224.0,16,16,8,7,2,1,1,2,3
3,1,1,1,2299.5,10,9,19,17,4,3,0,1,10
3,1,1,2,1506.0,16,13,8,6,27,26,1,0,5
3,1,1,2,1506.0,8,7,7,8,26,29,0,0,2
3,1,1,1,1327.5,12,14,0,0,2,3,0,0,9
2,1,1,1,1161.0,14,13,21,20,10,12,3,1,35
2,2,1,1,4077.5,3,2,8,7,3,1,1,1,13
3,1,1,1,1943.0,6,5,9,6,12,11,1,1,10
2,2,1,2,1224.0,9,7,9,9,7,4,1,2,4
3,1,0,1,1943.0,11,8,4,3,10,4,2,2,7
1,1,1,2,1852.0,4,4,8,8,2,1,2,0,8
2,2,1,1,4114.0,0,0,0,0,0,0,0,0,0
2,2,0,2,1224.0,10,8,5,6,2,4,2,0,8
2,2,1,2,1224.0,12,13,2,2,4,2,0,1,0
2,2,1,1,4077.5,5,6,5,5,2,1,1,0,7
2,2,0,1,890.0,2,1,2,2,1,1,0,1,5
2,2,0,1,4376.0,0,0,0,0,1,4,0,0,2
2,2,1,1,4077.5,0,0,1,0,1,1,1,0,3
2,2,1,2,1224.0,1,1,8,8,7,3,1,0,1
2,2,1,1,890.0,6,3,3,2,1,2,2,0,1
2,2,1,1,3571.5,3,2,1,2,2,1,0,2,3
3,1,0,1,1327.5,10,10,1,1,1,1,1,1,9
2,2,1,2,1224.0,2,1,3,4,8,10,0,0,1
2,2,1,1,890.0,0,0,3,4,1,3,1,0,2
2,2,1,1,1252.5,18,21,26,30,0,2,1,1,21
3,2,1,2,1811.0,16,16,9,6,1,3,8,1,14
2,2,0,1,890.0,6,6,2,3,4,1,2,1,8
3,1,0,2,1506.0,12,8,8,7,31,32,1,2,6
2,2,1,2,3057.5,13,14,12,11,3,2,5,1,4
2,2,1,2,1224.0,11,13,5,6,4,6,2,3,8
2,1,1,1,1161.0,27,36,34,33,35,35,5,5,102
1,1,0,1,3384.5,6,4,13,11,8,11,1,1,13
2,2,1,1,4077.5,7,6,1,3,5,6,1,1,9
3,1,0,2,1506.0,5,6,8,7,49,43,1,0,3
2,2,0,1,890.0,1,1,3,3,2,4,0,0,0
3,1,1,1,1943.0,9,7,6,10,8,12,1,2,13
3,1,1,2,1506.0,2,3,5,5,33,40,0,0,1
2,2,1,1,890.0,1,0,4,4,4,6,1,2,3
2,2,1,2,1224.0,8,5,8,7,11,12,2,1,4
3,1,1,2,1506.0,10,10,11,10,31,31,2,1,14
1,1,1,1,3384.5,12,12,23,24,9,15,3,2,21
2,2,0,1,4376.0,0,1,0,0,3,3,0,0,4
2,2,0,1,890.0,0,0,5,6,0,0,1,0,0
3,2,1,2,1811.0,9,5,6,7,6,5,2,3,9
1,1,1,2,1852.0,2,0,8,7,6,5,3,1,3
2,2,1,1,4376.0,0,0,0,0,3,3,0,0,2
2,2,1,1,2064.333333,11,10,0,0,2,1,2,1,4
2,1,1,1,1161.0,13,15,22,21,16,8,2,1,34
1,1,1,2,1852.0,7,5,2,2,4,3,1,4,9
3,1,1,1,1327.5,11,17,0,0,6,6,2,3,13
2,1,0,1,1161.0,14,9,19,19,28,28,4,5,58
1,1,1,1,3384.5,0,0,0,0,7,22,0,0,0
2,2,1,1,1073.25,6,2,4,7,7,4,0,2,3
2,2,1,1,2064.333333,27,27,0,0,4,1,2,2,6
2,2,1,1,1073.25,0,0,1,4,2,5,0,0,0
3,1,1,1,2299.5,26,24,17,18,16,16,2,1,30
2,2,1,2,1224.0,1,5,4,3,5,4,0,1,2
2,1,1,1,1161.0,9,13,27,28,30,32,2,4,35
2,1,1,1,1161.0,34,39,22,24,47,41,10,8,88
2,1,1,1,1161.0,6,10,13,17,12,16,2,1,11
3,1,1,2,1506.0,0,0,8,7,26,21,0,1,0
3,1,1,2,1506.0,5,5,9,9,18,21,0,1,3
2,2,1,1,890.0,3,2,3,3,7,1,0,1,1
3,1,0,1,1327.5,5,5,0,0,13,0,1,0,4
2,2,1,2,3057.5,0,0,0,0,1,4,0,0,0
2,2,1,1,2064.333333,13,19,0,0,2,3,1,1,4
2,2,1,1,4114.0,3,2,4,5,1,0,0,0,3
2,2,1,2,3057.5,0,0,0,0,0,4,0,0,0
2,2,1,1,890.0,2,2,2,3,1,0,1,1,2
2,2,0,1,4114.0,3,1,2,2,0,0,0,0,4
2,1,1,1,1161.0,23,14,19,20,40,39,5,6,67
2,1,1,1,1161.0,17,17,19,16,14,14,2,3,28
1,1,0,2,1852.0,4,3,2,3,5,3,1,3,7
2,2,1,1,2064.333333,11,8,0,0,3,0,1,2,4
2,2,1,1,2360.5,1,2,3,4,8,7,0,0,0
3,1,0,2,1506.0,13,13,5,5,20,18,1,0,6
2,1,1,1,1161.0,38,43,18,18,40,30,4,3,65
2,2,1,2,1224.0,6,10,11,10,10,6,0,2,5
1,1,0,2,1852.0,2,2,2,2,6,17,1,0,5
3,1,1,1,1327.5,15,13,0,0,6,9,1,2,17
2,2,0,1,3571.5,3,2,2,2,5,3,0,1,4
2,2,1,1,4114.0,2,3,3,4,1,1,0,0,1
1,1,1,2,1852.0,1,1,2,3,7,7,0,1,1
2,2,1,1,4376.0,3,1,0,0,1,2,0,0,4
2,2,0,1,4077.5,0,2,3,3,2,1,0,4,3
2,2,1,1,2485.5,21,20,9,11,0,0,0,0,61
3,1,1,2,1506.0,2,0,4,5,27,27,0,0,1
3,1,0,2,1506.0,0,0,0,0,10,9,0,0,3
2,2,1,2,3057.5,7,7,5,6,2,1,0,2,4
2,2,1,1,4077.5,0,0,0,0,0,0,0,0,0
2,2,1,1,2360.5,3,3,2,2,3,3,0,1,3
1,1,0,2,1852.0,2,3,4,5,4,3,3,0,7
2,2,0,1,1073.25,21,19,5,3,0,3,3,2,0
2,2,1,2,1224.0,2,2,4,5,8,10,0,1,3
2,2,1,1,1073.25,0,0,11,11,5,4,0,0,0
3,2,1,2,1811.0,8,10,10,8,2,7,1,4,16
3,1,1,1,1327.5,37,40,0,0,8,4,3,3,28
3,1,0,1,2299.5,33,21,10,9,21,25,3,7,37
2,2,0,1,890.0,6,5,8,7,3,0,1,1,9
1,1,1,2,1852.0,6,6,7,6,3,5,2,0,8
1,1,0,1,3384.5,5,5,9,9,4,6,2,1,7
1,1,1,2,1852.0,0,0,2,3,6,5,1,2,2
3,1,1,1,2299.5,0,0,1,2,0,3,0,0,0
2,2,1,1,2360.5,7,7,2,2,5,5,0,1,5
3,1,1,1,1327.5,40,42,51,54,16,15,4,7,39
1,1,1,1,3384.5,0,0,0,0,4,14,0,0,0
2,2,1,2,3057.5,4,4,8,9,2,4,0,1,0
3,1,1,1,1327.5,35,32,0,0,15,10,0,1,31
1,1,1,2,1852.0,7,9,3,4,5,4,2,0,9
2,1,0,1,1161.0,7,2,15,12,33,12,0,3,23
2,2,1,1,4114.0,1,2,1,1,1,2,0,0,2
3,2,1,2,1811.0,5,6,8,8,3,7,3,1,5
2,2,1,1,4077.5,0,0,0,0,2,2,0,0,0
2,2,1,1,2485.5,19,15,14,15,19,18,0,0,23
1,1,0,1,3384.5,12,14,9,7,27,9,2,6,27
1,1,0,2,1852.0,0,0,1,2,25,20,0,1,1
2,2,1,1,890.0,5,6,3,4,3,1,0,0,4
3,1,1,1,2299.5,12,18,19,19,4,4,2,0,15
3,1,1,1,1327.5,13,21,57,53,19,9,3,0,25
3,1,1,1,2299.5,20,23,30,29,26,22,2,2,20
2,1,1,1,1161.0,10,9,30,32,22,20,0,3,25
2,2,1,1,1252.5,16,14,25,24,3,3,2,2,17
1,1,1,1,3384.5,9,9,26,27,14,11,2,0,16
2,2,1,2,3057.5,1,2,1,1,2,0,0,2,5
2,2,1,2,1224.0,5,6,5,5,4,3,0,0,1
3,1,1,1,1943.0,0,0,1,1,2,1,0,0,0
2,2,1,1,4376.0,1,0,0,0,3,2,1,1,3
3,1,1,2,1506.0,15,19,7,7,25,22,0,0,7
3,2,1,2,1811.0,4,6,8,9,3,4,4,1,14
1,1,1,1,3384.5,3,2,27,26,19,18,0,2,10
2,2,1,2,3057.5,4,3,7,9,1,0,1,0,0
2,1,1,1,1161.0,21,25,26,26,31,32,5,3,51
2,2,1,1,2064.333333,6,7,0,0,1,2,0,2,0
2,2,1,2,3057.5,0,0,0,0,2,4,0,0,0
2,2,1,1,2064.333333,5,4,0,0,1,1,0,2,2
2,2,1,1,3571.5,2,3,3,2,2,3,0,1,2
2,2,0,1,4114.0,0,0,2,1,0,0,0,0,0
3,1,1,1,1327.5,0,0,0,0,1,2,0,0,0
1,1,0,2,1852.0,5,6,1,2,3,8,1,4,9
3,1,1,1,1943.0,9,8,20,22,8,12,1,1,16
2,1,1,1,1161.0,0,0,0,2,3,4,0,0,0
3,1,0,1,1327.5,9,3,0,0,8,3,0,1,8
3,1,0,1,1327.5,5,3,0,0,7,1,1,1,8
3,2,1,2,1811.0,3,3,9,8,3,5,4,1,3
2,2,0,2,1224.0,0,0,4,4,14,3,0,0,0
2,2,1,1,1073.25,7,7,13,17,1,3,1,0,1
2,2,1,2,1224.0,3,5,7,7,7,10,2,0,3
3,1,1,1,1327.5,12,11,0,0,6,7,2,0,13
3,1,1,1,2299.5,40,40,23,21,19,20,3,4,49
1,1,1,1,3384.5,2,5,22,22,8,7,2,0,8
1,1,1,1,3384.5,44,45,21,20,44,42,6,1,57
2,2,1,1,890.0,2,5,4,4,0,0,1,0,2
3,1,1,2,1506.0,0,0,0,0,24,23,0,0,0
2,2,1,2,1224.0,3,2,5,5,3,8,2,0,1
2,2,1,1,4077.5,0,0,7,5,0,4,0,2,0
1,1,1,1,3384.5,6,3,10,10,11,7,4,1,13
1,1,1,1,3384.5,8,9,22,22,14,18,1,4,11
2,2,1,1,2064.333333,6,6,0,0,1,0,0,0,4
3,1,1,2,1506.0,9,7,8,6,24,23,0,1,4
2,2,1,1,4114.0,2,2,1,1,1,1,0,0,1
3,2,1,2,1811.0,3,10,4,5,2,0,3,2,3
2,2,0,1,4077.5,4,11,4,4,1,3,3,6,20
3,2,1,2,1811.0,6,8,11,14,5,4,4,2,2
2,2,1,1,890.0,6,6,0,1,1,2,1,0,1
2,2,0,1,4077.5,1,0,2,1,2,4,0,2,3
2,2,1,1,3571.5,2,4,2,2,1,2,2,0,3
2,2,1,2,1224.0,5,6,2,4,1,1,0,0,2
1,1,1,2,1852.0,5,7,8,5,7,6,0,2,9
2,1,1,1,1161.0,16,13,25,25,26,24,1,2,34
1,1,1,1,3384.5,17,17,27,27,31,37,3,4,25
2,2,0,1,890.0,3,1,3,2,1,2,0,2,3
2,2,0,1,3571.5,2,1,1,1,2,5,0,1,2
3,1,1,1,1327.5,10,13,0,0,5,8,2,2,23
3,1,0,2,1506.0,25,22,5,5,47,53,1,0,15
2,2,1,1,1073.25,0,0,0,0,1,1,0,0,0
1,1,1,1,3384.5,14,15,22,25,27,21,0,5,34
3,1,0,2,1506.0,2,1,6,6,26,22,1,0,0
3,1,1,1,1327.5,3,5,24,20,2,9,2,0,6
2,2,1,1,4114.0,2,5,2,2,1,4,0,0,11
2,2,1,1,2360.5,6,4,4,5,6,5,1,1,8
2,2,0,2,3057.5,4,1,3,1,1,0,2,0,2
3,1,1,2,1506.0,9,7,8,10,39,41,1,1,4
3,1,0,2,1506.0,0,0,0,0,7,4,0,0,0
3,1,1,1,2299.5,23,13,25,24,11,11,2,1,20
3,1,1,1,1327.5,50,46,39,42,4,10,4,3,44
2,2,1,1,1252.5,13,19,16,18,3,4,1,1,11
2,2,1,1,2485.5,4,5,5,6,12,8,0,0,12
2,2,0,1,1252.5,8,5,15,14,2,0,0,1,9
3,2,1,2,1811.0,3,1,6,6,0,0,0,2,4
3,1,1,1,1327.5,49,44,0,0,11,10,3,4,37
2,2,0,1,3571.5,5,2,3,3,3,2,0,2,5
2,2,1,2,3057.5,2,1,5,6,2,0,2,1,5
2,2,1,1,3571.5,0,0,0,0,4,4,0,0,0
3,1,1,1,2299.5,11,10,20,19,8,13,0,0,15
2,2,1,2,3057.5,5,8,5,6,1,1,1,1,12
2,1,1,1,1161.0,14,17,26,25,27,24,1,5,45
2,2,1,2,3057.5,4,4,5,5,1,0,2,0,1
3,2,1,2,1811.0,8,6,10,6,1,2,4,3,16
1,1,1,1,3384.5,5,8,18,18,7,10,1,1,13
3,1,1,2,1506.0,15,15,8,7,24,20,1,0,6
2,2,1,1,1252.5,114,117,35,33,15,9,12,8,57
2,2,1,2,1224.0,3,4,10,12,10,11,1,0,2
2,2,0,2,3057.5,2,3,4,4,0,0,0,3,7
2,2,0,1,4077.5,2,0,2,0,2,2,1,1,0
2,2,1,1,1073.25,3,2,5,9,1,1,0,1,0
3,1,1,2,1506.0,9,6,4,3,33,35,2,0,3
2,2,1,1,2064.333333,2,1,0,0,0,1,1,0,1
1,1,1,2,1852.0,5,3,5,5,2,3,1,4,2
2,2,1,1,1073.25,15,13,4,7,1,2,2,1,0
2,2,1,1,1073.25,12,12,33,32,1,2,3,0,1
1,1,1,1,3384.5,7,8,27,27,10,10,1,1,13
2,2,1,1,1073.25,18,24,3,6,9,6,3,1,0
3,1,1,1,1327.5,5,3,0,0,5,3,2,2,9
2,2,1,1,2064.333333,2,7,0,0,0,6,0,1,0
3,1,0,2,1506.0,7,7,10,9,25,17,0,0,5
2,2,1,2,1224.0,11,9,4,4,6,6,1,2,5
2,2,1,1,4376.0,1,1,0,0,0,0,0,0,1
2,1,1,1,1161.0,32,27,36,32,27,18,3,3,53
2,2,0,1,4114.0,7,7,2,1,1,2,0,0,7
1,1,0,2,1852.0,1,1,8,8,4,2,0,2,2
3,1,0,1,1327.5,32,27,8,7,12,4,3,5,33
3,1,1,1,1327.5,35,27,38,40,12,15,3,7,28
2,2,1,1,2360.5,3,4,3,2,7,6,1,1,4
2,2,1,1,2064.333333,37,35,0,0,2,2,2,1,3
2,2,0,1,1073.25,5,8,36,32,0,0,1,2,0
3,1,1,1,1327.5,18,20,0,0,7,8,1,0,13
2,1,1,1,1161.0,15,25,23,23,26,32,5,2,42
2,2,1,1,890.0,2,2,2,2,2,2,1,0,3
2,2,1,1,1252.5,16,26,15,18,5,2,2,1,12
2,2,1,1,2064.333333,0,0,0,0,0,0,0,0,8
2,1,1,1,1161.0,9,8,22,22,13,14,2,3,29
2,2,1,1,4077.5,2,2,4,2,2,3,1,0,1
2,2,1,1,1073.25,12,11,12,15,1,2,1,1,0
1,1,1,1,3384.5,7,8,32,34,13,13,3,3,23
2,2,1,1,4077.5,3,4,2,2,2,3,1,2,6
1,1,0,2,1852.0,3,1,4,4,7,5,0,1,6
2,2,1,1,1252.5,16,22,30,30,7,1,4,2,15
2,2,1,2,3057.5,3,4,4,5,5,3,1,2,4
2,2,1,1,4114.0,1,3,1,2,0,0,0,0,2
2,2,0,1,1252.5,20,22,18,17,3,4,5,2,59
1,1,1,1,3384.5,13,11,27,23,13,12,2,2,23
2,2,1,1,4114.0,3,8,3,2,1,0,0,0,6
2,2,1,1,1073.25,0,0,0,0,0,0,0,0,0
1,1,1,2,1852.0,1,0,2,1,4,4,1,1,2
2,2,1,1,2360.5,2,6,4,4,7,3,0,2,0
2,2,1,1,1252.5,29,24,40,32,5,6,3,0,14
2,2,0,2,3057.5,4,4,8,4,0,1,2,0,2
2,2,1,1,4376.0,0,0,0,0,5,2,1,0,3
1,1,1,1,3384.5,17,21,20,21,30,31,6,5,21
2,2,1,1,4114.0,4,7,2,4,0,0,0,0,7
2,2,1,1,890.0,2,4,3,4,2,1,0,0,3
3,1,1,1,2299.5,14,19,20,19,25,19,1,4,23
3,1,1,1,2299.5,23,23,23,19,13,15,1,1,23
2,2,1,1,2360.5,4,4,3,4,8,4,0,2,2
2,2,1,1,4114.0,4,5,3,3,0,0,0,0,5
2,2,1,1,4114.0,3,4,2,2,3,0,0,0,4
2,2,0,1,1252.5,33,34,16,14,8,9,1,5,37
2,2,1,1,1073.25,12,13,9,9,5,4,1,0,1
2,2,1,1,2064.333333,12,17,0,0,1,2,4,2,0
3,1,1,1,1943.0,12,7,22,16,9,12,1,1,20
2,2,1,2,1224.0,11,11,4,4,16,12,2,0,8
2,1,1,1,1161.0,21,24,31,32,14,14,2,0,43
2,1,1,1,1161.0,19,15,20,21,18,9,1,2,36
1,1,1,1,3384.5,17,15,21,25,41,32,7,1,33
2,2,1,1,1252.5,15,14,24,21,3,3,2,1,21
2,2,1,1,890.0,0,0,1,1,5,1,0,0,1
1,1,1,1,3384.5,5,5,16,15,11,9,0,3,8
2,2,1,1,2485.5,5,3,11,10,13,9,0,0,16
3,1,0,1,1327.5,8,8,0,0,10,10,2,1,17
2,2,1,1,4114.0,0,0,0,0,0,0,0,0,0
3,1,1,1,1327.5,45,41,35,35,17,14,4,6,48
2,2,1,1,2360.5,0,0,2,3,6,8,0,0,0
1,1,1,1,3384.5,54,57,24,24,43,47,8,3,74
3,2,1,2,1811.0,24,24,10,8,2,3,3,3,27
1,1,0,1,3384.5,22,19,11,11,15,5,6,6,42
2,2,1,1,3571.5,0,2,2,3,1,1,1,0,0
3,1,1,1,1943.0,4,5,0,2,4,7,2,0,1
2,2,1,1,3571.5,4,6,6,6,3,1,0,0,3
3,1,1,1,2299.5,35,36,21,23,12,16,2,2,44
2,1,1,1,1161.0,8,7,7,11,15,21,1,0,6
2,2,1,1,4077.5,0,0,0,0,0,0,0,0,0
2,2,1,2,1224.0,3,3,5,5,1,4,1,0,1
2,2,1,1,1073.25,0,0,0,0,2,4,0,0,0
2,2,1,1,890.0,2,2,1,1,1,0,1,0,1
2,2,0,1,1252.5,12,6,22,22,1,3,1,2,9
2,2,0,1,1252.5,39,34,18,17,6,8,2,9,65
2,2,1,1,4114.0,1,2,1,3,1,0,0,0,3
2,2,0,1,4077.5,3,2,1,2,3,4,1,0,1
2,2,0,1,4376.0,0,0,0,0,3,2,1,3,0
1,1,0,1,3384.5,4,2,9,8,31,4,0,0,11
3,1,1,1,1943.0,20,19,17,16,6,10,1,3,18
2,2,1,1,1252.5,20,16,33,32,8,8,1,3,19
2,2,1,1,1073.25,22,18,10,8,3,4,1,4,3
2,2,1,1,890.0,4,3,2,4,1,3,0,3,1
1,1,1,2,1852.0,3,0,4,5,7,8,2,0,4
2,2,0,2,1224.0,5,5,5,4,6,4,0,3,6
1,1,1,2,1852.0,5,7,1,1,1,2,0,2,8
2,2,1,2,1224.0,1,1,12,14,13,12,1,0,2
3,1,1,2,1506.0,0,0,5,4,24,25,0,0,0
2,2,1,1,4114.0,0,0,1,1,1,1,0,0,4
2,2,0,2,3057.5,3,2,4,4,1,0,2,0,1
2,2,0,1,4114.0,8,6,1,1,2,4,0,0,11
2,2,1,1,2064.333333,5,2,0,0,1,0,1,1,0
1,1,1,1,3384.5,17,9,25,24,14,19,0,1,23
2,2,1,2,1224.0,6,6,8,8,4,6,3,1,7
2,2,1,2,1224.0,14,11,11,10,12,8,0,2,1
2,2,1,1,4376.0,0,0,0,0,4,4,2,1,0
2,2,1,2,3057.5,2,3,0,1,7,1,0,0,0
3,1,1,2,1506.0,10,14,8,7,40,35,4,0,7
2,2,1,1,4114.0,0,0,0,0,0,1,0,0,0
3,1,0,1,1327.5,21,14,0,0,11,4,2,2,17
1,1,1,1,3384.5,1,8,2,5,0,1,0,0,0
3,1,1,1,2299.5,12,10,24,26,12,8,0,1,11
1,1,1,1,3384.5,10,15,15,16,13,9,2,0,22
2,2,1,2,3057.5,9,9,3,4,1,1,2,1,6
3,1,1,2,1506.0,23,23,10,10,43,47,3,1,19
2,2,1,2,3057.5,0,0,6,3,0,1,1,1,0
2,2,1,1,1252.5,3,4,0,1,2,2,0,0,0
1,1,0,2,1852.0,0,2,7,8,2,14,1,1,4
2,2,1,1,4114.0,6,6,2,2,3,3,0,0,10
2,2,1,1,2064.333333,17,17,0,0,3,2,1,1,6
3,1,1,1,1327.5,15,7,0,0,10,8,2,4,19
3,1,1,1,1943.0,0,0,0,0,0,0,0,0,0
1,1,1,1,3384.5,18,22,22,23,17,19,3,1,26
3,1,0,1,2299.5,5,6,14,13,4,7,1,0,7
2,2,1,1,3571.5,0,0,4,6,5,5,0,0,1
3,1,0,2,1506.0,0,0,0,0,13,10,0,0,1
1,1,1,1,3384.5,9,8,15,14,10,10,0,0,11
3,1,1,1,2299.5,28,28,26,25,12,16,2,2,26
2,2,1,1,3571.5,0,0,0,0,6,3,0,0,0
2,2,1,1,2360.5,6,4,3,4,8,7,0,1,13
2,2,1,1,2064.333333,0,0,0,0,0,0,0,0,3
3,2,1,2,1811.0,0,2,2,3,1,0,0,2,0
2,2,1,1,890.0,7,7,3,3,0,0,0,0,6
2,2,1,1,4376.0,0,1,0,0,0,0,0,1,7
3,1,1,1,2299.5,26,28,18,19,12,16,3,2,31
3,1,1,1,1943.0,27,24,15,14,12,11,2,4,22
2,2,1,2,3057.5,1,1,4,4,0,1,0,0,0
3,1,1,1,1327.5,10,11,22,19,3,0,1,2,18
2,2,1,1,1073.25,6,5,9,10,3,2,0,1,0
2,2,1,1,4114.0,0,2,1,0,1,0,0,0,1
3,1,1,1,1943.0,2,4,0,0,4,7,0,0,0
2,2,0,1,1252.5,12,5,16,17,0,1,1,2,15
3,1,1,2,1506.0,2,4,8,8,25,39,0,0,3
2,2,0,1,2360.5,3,2,4,3,13,13,0,0,3
3,1,1,1,2299.5,4,5,1,2,1,3,0,0,0
2,2,0,2,3057.5,0,0,8,8,0,0,0,0,1
3,1,0,2,1506.0,7,4,9,9,48,49,0,1,5
2,2,1,1,4114.0,1,2,2,2,0,0,0,0,1
2,2,1,1,2360.5,1,1,4,4,12,6,1,2,2
3,2,1,2,1811.0,9,8,5,5,0,1,2,0,5
3,2,0,2,1811.0,6,5,6,7,3,0,1,3,5
2,2,1,2,3057.5,17,17,6,7,10,0,3,0,6
2,2,0,2,1224.0,9,9,3,3,16,3,1,2,12
3,1,0,1,1327.5,18,16,0,0,3,7,0,2,13
2,2,1,2,3057.5,1,0,1,2,5,4,0,0,0
3,1,0,2,1506.0,7,5,11,10,17,19,0,1,2
2,1,1,1,1161.0,11,12,28,28,19,25,2,2,30
2,2,1,1,1252.5,9,8,4,10,1,2,0,0,5
2,2,1,1,2064.333333,6,6,0,0,3,2,0,1,2
2,2,1,1,4114.0,12,9,2,3,0,0,0,0,15
2,2,1,2,1224.0,8,9,3,3,6,3,1,1,3
2,2,1,1,4114.0,4,2,1,1,0,1,0,0,7
3,1,0,2,1506.0,5,5,6,5,31,28,2,3,3
2,2,1,1,2360.5,13,11,4,4,11,8,1,1,9
3,1,1,1,1327.5,34,38,30,29,15,7,1,4,38
2,2,0,1,1252.5,8,9,18,17,1,5,1,0,6
3,1,1,1,1327.5,0,0,0,0,1,0,0,0,0
3,1,1,1,1943.0,4,3,11,11,7,13,1,0,13
2,2,1,2,3057.5,4,2,14,13,2,2,2,1,4
3,1,1,1,1327.5,40,42,0,0,11,13,6,4,56
2,1,1,1,1161.0,10,9,20,20,10,12,1,2,35
2,2,1,1,1252.5,16,23,25,29,2,4,6,3,16
2,2,1,1,2485.5,4,2,9,9,16,16,0,0,13
2,2,1,1,4077.5,12,13,3,5,0,1,2,0,2
3,1,1,2,1506.0,16,14,9,9,29,29,0,0,7
3,1,1,1,2299.5,17,16,19,18,10,10,1,0,26
2,2,1,1,2360.5,1,0,1,1,0,2,0,0,2
2,2,0,1,1073.25,3,4,15,9,7,4,1,1,2
3,2,1,2,1811.0,11,12,3,3,2,1,0,0,8
2,2,1,1,3571.5,0,2,1,1,2,3,1,0,1
3,1,1,1,1943.0,16,14,11,12,14,16,1,1,21
